protocolType,SETS_setName,OBS_observationRefCd,OBS_descriptorAbbreviation,FIELD_name,FIELD_name_1,sub_market,FIELD_plantingSeason,FIELD_pipeline,OBS_numValue,productName,commercialName
FTN,FTNPS4COMM,LDSR,PUCCSO,RCERVA1_CULIACAN_CULI_FTNC,RCERVA1_CULIACAN_CULI_FTNC,WHITE HIGH TIER,2021.0,ME1 PACIFIC,4.0,DELFIN,DELFIN
FTN,FTNPS4COMM,LDSR,SETOTU,IIBANA_GUASAVE_SNFE_FTNC,IIBANA_GUASAVE_SNFE_FTNC,WHITE HIGH TIER,2021.0,ME1 PACIFIC,1.0,DELFIN,DELFIN
FTN,FTNCOMM2,LDSR,DIPDMA,CTCER_CULIACAN_CTRC_FTNC,CTCER_CULIACAN_CTRC_FTNC,WHITE HIGH TIER,2021.0,ME1 PACIFIC,0.0,DELFIN,DELFIN
FTN,FTNCOMM2,LDSR,PUCCSO,MAFELIX_BACUM_BACUM_FTNC,MAFELIX_BACUM_BACUM_FTNC,WHITE HIGH TIER,2021.0,ME1 PACIFIC,2.0,DELFIN,DELFIN
FTN,FTNPS4COMM,LDSR,SETOTU,RCERVA1_CULIACAN_GUAM_FTNC,RCERVA1_CULIACAN_GUAM_FTNC,WHITE HIGH TIER,2021.0,ME1 PACIFIC,0.0,DELFIN,DELFIN
FTN,FTNCOMM2,LDSR,TARSC,RCERVA1_CULIACAN_EURE_FTNC,RCERVA1_CULIACAN_EURE_FTNC,WHITE HIGH TIER,2021.0,ME1 PACIFIC,0.0,DELFIN,DELFIN
FTN,FTNPS4COMM,SDP,ZZXXFF,IIBANA_GUASAVE_LA17_FTNC,IIBANA_GUASAVE_LA17_FTNC,WHITE HIGH TIER,2021.0,ME1 PACIFIC,0.0,DELFIN,DELFIN
FTN,FTNCOMM2,YLD,N/A,MAFELIX_ELFUERTE_CAAL_FTNC,MAFELIX_ELFUERTE_CAAL_FTNC,WHITE HIGH TIER,2021.0,ME1 PACIFIC,98.239462,DELFIN,DELFIN
FTN,FTNCOMM2,YLD,N/A,RCERVA1_CULIACAN_CORI_FTNC,RCERVA1_CULIACAN_CORI_FTNC,WHITE HIGH TIER,2021.0,ME1 PACIFIC,156.741274,DELFIN,DELFIN
FTN,FTNCOMM2,LDSR,DIPDMA,RCERVA1_NAVOLATO_VERG_FTNC,RCERVA1_NAVOLATO_VERG_FTNC,WHITE HIGH TIER,2021.0,ME1 PACIFIC,0.0,DELFIN,DELFIN
FTN,FTNCOMM2,LDSR,TARSC,CTCER_ELOTA_CRUZ_FTNC,CTCER_ELOTA_CRUZ_FTNC,WHITE HIGH TIER,2021.0,ME1 PACIFIC,0.0,DELFIN,DELFIN
FTN,FTNPS4COMM,LDSR,SETOTU,RCERVA1_CULIACAN_QULA_FTNC,RCERVA1_CULIACAN_QULA_FTNC,WHITE HIGH TIER,2021.0,ME1 PACIFIC,0.0,DELFIN,DELFIN
FTN,FTNPS4COMM,SDP,ZZXXFF,IIBANA_GUASAVE_PABL_FTNC,IIBANA_GUASAVE_PABL_FTNC,WHITE HIGH TIER,2021.0,ME1 PACIFIC,0.0,DELFIN,DELFIN
FTN,FTNCOMM1,LDSR,PUCCSO,MAFELIX_CAJEME_PUYA_FTNC,MAFELIX_CAJEME_PUYA_FTNC,WHITE HIGH TIER,2021.0,ME1 PACIFIC,1.0,DELFIN,DELFIN
FTN,FTNCOMM2,LDSR,TARSC,RCERVA1_CULIACAN_TAMA_FTNC,RCERVA1_CULIACAN_TAMA_FTNC,WHITE HIGH TIER,2021.0,ME1 PACIFIC,0.0,DELFIN,DELFIN
FTN,FTNCOMM2,LDSR,PUCCSO,RCERVA1_NAVOLATO_BACH_FTNC,RCERVA1_NAVOLATO_BACH_FTNC,WHITE HIGH TIER,2021.0,ME1 PACIFIC,4.0,DELFIN,DELFIN
