protocolType,SETS_setName,trait,year_loc,FIELD_name,FIELD_name_1,sub_market,FIELD_plantingSeason,FIELD_pipeline,OBS_numValue,productName,commercialName
FTN,007,YLD,2023_IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,115.512821,VY8503,VY8503
FTN,007,LDSR_SETOTU,2023_IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,0,VY8503,VY8503
FTN,007,LDSR_PUCCSO,2023_IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,1,VY8503,VY8503
FTN,007,LDSR_SETOTU,2023_IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,0,MX8432,MX8432
FTN,007,LDSR_PUCCSO,2023_IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,1,MX8432,MX8432
FTN,007,YLD,2023_IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,130.280473,MX8432,MX8432
FTN,007,YLD,2023_IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,137.74497,MX8436,MX8436
FTN,007,LDSR_SETOTU,2023_IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,0,MX8436,MX8436
FTN,007,LDSR_PUCCSO,2023_IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,1,MX8436,MX8436
FTN,007,LDSR_SETOTU,2023_IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,0,MX8438,MX8438
FTN,007,YLD,2023_IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,137.157199,MX8438,MX8438
FTN,007,LDSR_PUCCSO,2023_IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,1,MX8438,MX8438
FTN,007,LDSR_PUCCSO,2023_IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,1,MY8509,MY8509
FTN,007,YLD,2023_IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,142.654832,MY8509,MY8509
FTN,007,LDSR_SETOTU,2023_IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,0,MY8509,MY8509
FTN,007,YLD,2023_IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,127.74142,P3270W,P3270W
FTN,007,LDSR_SETOTU,2023_IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,0,P3270W,P3270W
FTN,007,LDSR_PUCCSO,2023_IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,1,P3270W,P3270W
FTN,007,YLD,2023_IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,138.184221,P3274W,P3274W
FTN,007,LDSR_SETOTU,2023_IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,0,P3274W,P3274W
FTN,007,LDSR_PUCCSO,2023_IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,IIBANA_AHOME_EJ18MARZO5_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,1,P3274W,P3274W
FTN,008,YLD,2023_IIBANA_GUASAVE_BACHOCO2_FTNC_W23,IIBANA_GUASAVE_BACHOCO2_FTNC_W23,IIBANA_GUASAVE_BACHOCO2_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,151.282715,DK4050,DK4050
FTN,008,YLD,2023_IIBANA_GUASAVE_BACHOCO2_FTNC_W23,IIBANA_GUASAVE_BACHOCO2_FTNC_W23,IIBANA_GUASAVE_BACHOCO2_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,174.443537,DK5021,DK5021
FTN,008,YLD,2023_IIBANA_GUASAVE_BACHOCO2_FTNC_W23,IIBANA_GUASAVE_BACHOCO2_FTNC_W23,IIBANA_GUASAVE_BACHOCO2_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,156.140409,HIPOPOTAMO,HIPOPOTAMO
FTN,008,YLD,2023_IIBANA_GUASAVE_BACHOCO2_FTNC_W23,IIBANA_GUASAVE_BACHOCO2_FTNC_W23,IIBANA_GUASAVE_BACHOCO2_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,156.568977,CALAMAR,CALAMAR
FTN,008,YLD,2023_IIBANA_GUASAVE_BACHOCO2_FTNC_W23,IIBANA_GUASAVE_BACHOCO2_FTNC_W23,IIBANA_GUASAVE_BACHOCO2_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,184.873499,MX8639,MX8639
FTN,008,YLD,2023_IIBANA_GUASAVE_BACHOCO2_FTNC_W23,IIBANA_GUASAVE_BACHOCO2_FTNC_W23,IIBANA_GUASAVE_BACHOCO2_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,164.936678,VX8614,VX8614
FTN,008,YLD,2023_IIBANA_GUASAVE_BACHOCO2_FTNC_W23,IIBANA_GUASAVE_BACHOCO2_FTNC_W23,IIBANA_GUASAVE_BACHOCO2_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,164.248667,VY8502,VY8502
FTN,008,YLD,2023_IIBANA_GUASAVE_BACHOCO2_FTNC_W23,IIBANA_GUASAVE_BACHOCO2_FTNC_W23,IIBANA_GUASAVE_BACHOCO2_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,153.547971,VY8503,VY8503
FTN,008,YLD,2023_IIBANA_GUASAVE_BACHOCO2_FTNC_W23,IIBANA_GUASAVE_BACHOCO2_FTNC_W23,IIBANA_GUASAVE_BACHOCO2_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,159.482177,MX8432,MX8432
FTN,008,YLD,2023_IIBANA_GUASAVE_BACHOCO2_FTNC_W23,IIBANA_GUASAVE_BACHOCO2_FTNC_W23,IIBANA_GUASAVE_BACHOCO2_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,164.292498,MX8436,MX8436
FTN,008,YLD,2023_IIBANA_GUASAVE_BACHOCO2_FTNC_W23,IIBANA_GUASAVE_BACHOCO2_FTNC_W23,IIBANA_GUASAVE_BACHOCO2_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,165.052232,MX8438,MX8438
FTN,008,YLD,2023_IIBANA_GUASAVE_BACHOCO2_FTNC_W23,IIBANA_GUASAVE_BACHOCO2_FTNC_W23,IIBANA_GUASAVE_BACHOCO2_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,176.712335,MY8509,MY8509
FTN,008,YLD,2023_IIBANA_GUASAVE_BACHOCO2_FTNC_W23,IIBANA_GUASAVE_BACHOCO2_FTNC_W23,IIBANA_GUASAVE_BACHOCO2_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,190.185882,P3270W,P3270W
FTN,008,YLD,2023_IIBANA_GUASAVE_BACHOCO2_FTNC_W23,IIBANA_GUASAVE_BACHOCO2_FTNC_W23,IIBANA_GUASAVE_BACHOCO2_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,174.285923,P3274W,P3274W
FTN,009,YLD,2023_IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,132.217117,DK4050,DK4050
FTN,009,YLD,2023_IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,132.516831,DK5021,DK5021
FTN,009,YLD,2023_IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,132.057893,HIPOPOTAMO,HIPOPOTAMO
FTN,009,YLD,2023_IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,136.171807,CALAMAR,CALAMAR
FTN,009,YLD,2023_IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,137.802607,MX8639,MX8639
FTN,009,YLD,2023_IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,134.831906,VX8614,VX8614
FTN,009,YLD,2023_IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,139.392086,VY8502,VY8502
FTN,009,YLD,2023_IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,140.27966,VY8503,VY8503
FTN,009,YLD,2023_IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,139.882979,MX8432,MX8432
FTN,009,YLD,2023_IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,138.507818,MX8436,MX8436
FTN,009,YLD,2023_IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,145.372054,MX8438,MX8438
FTN,009,YLD,2023_IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,147.068416,MY8509,MY8509
FTN,009,YLD,2023_IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,128.315317,P3270W,P3270W
FTN,009,YLD,2023_IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,IIBANA_ELFUERTE_CAMAJOA2_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,135.457781,P3274W,P3274W
FTN,010,YLD,2023_IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,118.509719,DK4050,DK4050
FTN,010,YLD,2023_IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,116.498107,DK5021,DK5021
FTN,010,YLD,2023_IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,114.674112,HIPOPOTAMO,HIPOPOTAMO
FTN,010,YLD,2023_IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,128.230292,CALAMAR,CALAMAR
FTN,010,YLD,2023_IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,117.033205,MX8639,MX8639
FTN,010,YLD,2023_IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,119.556972,VX8614,VX8614
FTN,010,YLD,2023_IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,124.36471,VY8502,VY8502
FTN,010,YLD,2023_IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,120.245272,MX8432,MX8432
FTN,010,YLD,2023_IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,127.760509,MX8436,MX8436
FTN,010,YLD,2023_IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,128.996303,MX8438,MX8438
FTN,010,YLD,2023_IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,126.08435,MY8509,MY8509
FTN,010,YLD,2023_IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,116.853729,P3270W,P3270W
FTN,010,YLD,2023_IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,IIBANA_GUASAVE_EJFIGUEROA_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,110.971724,P3274W,P3274W
FTN,011,LDSR_PUCCSO,2023_IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,3,DK4050,DK4050
FTN,011,YLD,2023_IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,135.785031,DK4050,DK4050
FTN,011,SDP_ZZXXFF,2023_IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,13,DK4050,DK4050
FTN,011,LDSR_SETOTU,2023_IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,0,DK4050,DK4050
FTN,011,SDP_ZZXXFF,2023_IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,15,DK5021,DK5021
FTN,011,YLD,2023_IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,134.567666,DK5021,DK5021
FTN,011,LDSR_SETOTU,2023_IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,0,DK5021,DK5021
FTN,011,LDSR_PUCCSO,2023_IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,3,DK5021,DK5021
FTN,011,YLD,2023_IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,138.738097,HIPOPOTAMO,HIPOPOTAMO
FTN,011,SDP_ZZXXFF,2023_IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,11,HIPOPOTAMO,HIPOPOTAMO
FTN,011,LDSR_PUCCSO,2023_IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,3,HIPOPOTAMO,HIPOPOTAMO
FTN,011,LDSR_SETOTU,2023_IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,0,HIPOPOTAMO,HIPOPOTAMO
FTN,011,SDP_ZZXXFF,2023_IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,4,CALAMAR,CALAMAR
FTN,011,YLD,2023_IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,160.783865,CALAMAR,CALAMAR
FTN,011,LDSR_SETOTU,2023_IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,0,CALAMAR,CALAMAR
FTN,011,LDSR_PUCCSO,2023_IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,2,CALAMAR,CALAMAR
FTN,011,YLD,2023_IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,140.946746,MX8639,MX8639
FTN,011,LDSR_PUCCSO,2023_IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,2,MX8639,MX8639
FTN,011,SDP_ZZXXFF,2023_IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,13,MX8639,MX8639
FTN,011,LDSR_SETOTU,2023_IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,0,MX8639,MX8639
FTN,011,LDSR_PUCCSO,2023_IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,2,VX8614,VX8614
FTN,011,SDP_ZZXXFF,2023_IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,4,VX8614,VX8614
FTN,011,YLD,2023_IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,141.420755,VX8614,VX8614
FTN,011,LDSR_SETOTU,2023_IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,0,VX8614,VX8614
FTN,011,LDSR_PUCCSO,2023_IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,2,VY8502,VY8502
FTN,011,YLD,2023_IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,143.202265,VY8502,VY8502
FTN,011,SDP_ZZXXFF,2023_IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,4,VY8502,VY8502
FTN,011,LDSR_SETOTU,2023_IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,0,VY8502,VY8502
FTN,011,LDSR_SETOTU,2023_IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,0,MX8432,MX8432
FTN,011,SDP_ZZXXFF,2023_IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,12,MX8432,MX8432
FTN,011,YLD,2023_IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,IIBANA_GUASAVE_PALOSBLANCOS_FTNC_W23,WHITE HIGH TIER,2023,ME1 PACIFIC,135.617484,MX8432,MX8432
